txn_id,client_id,advisor_id,security_id,txn_date,txn_type,shares,price,amount
155219,1295,19,274.0,2024-01-01,Buy,23.819,60.94,1451.53
155220,1295,19,,2020-05-25,Deposit,,,31580.99
155221,1295,19,74.0,2021-01-29,Buy,58.713,145.5,8542.74
155222,1295,19,421.0,2020-01-01,Sell,321.2769,272.3,87483.7
155223,1295,19,110.0,2020-12-20,Buy,420.4163,231.27,97229.68
155224,1295,19,,2020-08-17,Advisory Fee,,,566.79
155225,1295,19,,2023-01-08,Withdrawal,,,16501.01
155226,1295,19,,2023-07-24,Withdrawal,,,90912.46
155227,1295,19,421.0,2024-11-06,Sell,164.6925,184.94,30458.23
155228,1295,19,22.0,2021-02-16,Dividend,174.1419,260.55,45372.67
155229,1295,19,274.0,2020-01-28,Sell,298.1992,256.2,76398.64
155230,1295,19,,2022-06-08,Deposit,,,84852.7
155231,1295,19,110.0,2020-03-22,Dividend,439.9784,22.98,10110.7
155232,1295,19,421.0,2021-07-30,Buy,322.0495,265.6,85536.35
155233,1295,19,74.0,2020-10-31,Dividend,460.9971,389.25,179443.12
155234,1295,19,,2022-08-07,Withdrawal,,,75923.35
155235,1295,19,74.0,2022-12-15,Buy,348.7649,328.86,114694.83
155236,1295,19,110.0,2022-07-21,Buy,401.3123,452.97,181782.43
155237,1295,19,,2020-12-08,Withdrawal,,,44362.88
155238,1295,19,,2024-12-15,Advisory Fee,,,484.91
155239,1295,19,,2021-01-28,Deposit,,,7024.81
155240,1295,19,274.0,2023-11-11,Sell,142.6148,462.91,66017.82
155241,1295,19,110.0,2024-03-09,Sell,456.3767,185.92,84849.56
155242,1295,19,364.0,2023-04-08,Dividend,122.1617,368.46,45011.7
155243,1295,19,,2023-11-28,Advisory Fee,,,360.26
155244,1295,19,,2020-05-15,Advisory Fee,,,788.64
155245,1295,19,22.0,2023-10-06,Buy,175.9907,355.69,62598.13
155246,1295,19,343.0,2020-07-05,Buy,313.5936,345.56,108365.4
155247,1295,19,,2022-08-25,Deposit,,,45743.69
155248,1295,19,,2023-10-09,Advisory Fee,,,564.7
155249,1295,19,,2023-02-28,Advisory Fee,,,790.53
155250,1295,19,395.0,2024-03-10,Sell,108.3825,58.75,6367.47
155251,1295,19,274.0,2023-12-07,Dividend,102.0538,371.25,37887.47
155252,1295,19,,2023-05-21,Withdrawal,,,29422.67
155253,1295,19,,2022-01-26,Withdrawal,,,35617.32
155254,1295,19,364.0,2020-05-31,Sell,84.893,191.66,16270.59
155255,1295,19,,2024-08-31,Advisory Fee,,,336.36
155256,1295,19,364.0,2022-06-04,Sell,368.2255,173.94,64049.14
155257,1295,19,74.0,2022-05-28,Dividend,235.5521,42.97,10121.67
155258,1295,19,421.0,2024-09-19,Buy,298.5437,135.47,40443.72
155259,1295,19,,2022-05-06,Deposit,,,80707.08
155260,1295,19,274.0,2023-10-03,Buy,421.847,383.12,161618.02
155261,1295,19,74.0,2022-03-22,Buy,392.8275,234.31,92043.41
155262,1295,19,,2021-02-10,Advisory Fee,,,729.66
155263,1295,19,395.0,2022-04-10,Buy,189.8653,163.32,31008.8
155264,1295,19,,2020-07-27,Deposit,,,24497.36
155265,1295,19,,2021-01-19,Deposit,,,95974.13
155266,1295,19,74.0,2020-09-22,Sell,377.0884,328.06,123707.62
155267,1295,19,343.0,2022-12-08,Buy,233.0695,290.3,67660.08
155268,1295,19,343.0,2024-12-08,Buy,270.0274,194.72,52579.74
155269,1295,19,343.0,2020-10-24,Sell,368.362,391.74,144302.13
155270,1295,19,,2024-07-22,Withdrawal,,,62925.84
155271,1295,19,,2024-03-20,Advisory Fee,,,686.42
155272,1295,19,274.0,2021-01-25,Buy,352.1263,151.44,53326.01
155273,1295,19,,2023-04-05,Advisory Fee,,,702.48
155274,1295,19,22.0,2022-05-14,Dividend,354.4147,90.07,31922.13
155275,1295,19,395.0,2021-07-22,Sell,78.2797,339.13,26546.99
155276,1295,19,421.0,2023-12-22,Sell,363.1863,90.08,32715.82
155277,1295,19,22.0,2022-04-03,Buy,17.585,250.82,4410.67
155278,1295,19,,2022-05-22,Deposit,,,74078.74
155279,1295,19,343.0,2024-07-08,Sell,172.8923,372.81,64455.98
155280,1295,19,,2020-10-21,Advisory Fee,,,662.4
155281,1295,19,74.0,2023-11-18,Dividend,101.6857,123.1,12517.51
155282,1295,19,,2021-08-23,Deposit,,,26829.11
155283,1295,19,395.0,2020-02-20,Buy,46.3846,183.43,8508.33
155284,1295,19,110.0,2022-05-29,Dividend,470.5847,328.67,154667.07
155285,1295,19,395.0,2023-09-22,Buy,45.9412,377.54,17344.64
155286,1295,19,421.0,2024-05-30,Sell,3.3911,442.83,1501.68
155287,1295,19,,2022-07-10,Advisory Fee,,,761.34
155288,1295,19,274.0,2022-11-09,Sell,324.7885,366.33,118979.77
155289,1295,19,,2024-09-13,Deposit,,,98787.4
155290,1295,19,274.0,2023-01-28,Buy,74.3128,100.37,7458.78
155291,1295,19,,2020-08-30,Advisory Fee,,,416.04
155292,1295,19,421.0,2021-04-18,Buy,391.4087,338.52,132499.67
155293,1295,19,395.0,2022-10-21,Sell,122.2974,399.38,48843.14
155294,1295,19,74.0,2020-12-28,Buy,87.6405,95.72,8388.95
155295,1295,19,395.0,2024-09-27,Sell,381.0589,49.71,18942.44
155296,1295,19,,2023-03-31,Advisory Fee,,,729.83
155297,1295,19,,2021-07-25,Advisory Fee,,,448.96
155298,1295,19,343.0,2022-01-13,Sell,177.4648,326.08,57867.72
155299,1295,19,74.0,2022-09-23,Buy,107.0376,35.7,3821.24
155300,1295,19,74.0,2024-05-11,Buy,101.951,199.1,20298.44
155301,1295,19,,2023-12-22,Deposit,,,85059.42
155302,1296,23,470.0,2020-02-03,Sell,163.0401,328.34,53532.59
155303,1296,23,371.0,2020-04-19,Buy,331.4321,473.95,157082.24
155304,1296,23,205.0,2023-04-17,Dividend,164.0602,365.56,59973.85
155305,1296,23,,2022-03-20,Withdrawal,,,43288.28
155306,1296,23,,2020-03-26,Advisory Fee,,,682.63
155307,1296,23,70.0,2024-01-09,Dividend,60.9733,187.62,11439.81
155308,1296,23,,2023-07-22,Advisory Fee,,,427.73
155309,1296,23,423.0,2020-07-25,Dividend,175.0397,234.42,41032.81
155310,1296,23,353.0,2021-12-30,Sell,484.2398,173.24,83889.7
155311,1296,23,,2024-10-07,Advisory Fee,,,822.69
155312,1296,23,135.0,2022-09-12,Buy,488.367,340.14,166113.15
155313,1296,23,371.0,2023-12-17,Buy,411.8466,306.7,126313.35
155314,1296,23,,2022-10-12,Deposit,,,73662.04
155315,1296,23,70.0,2023-03-18,Buy,403.6166,405.38,163618.1
155316,1296,23,205.0,2024-09-06,Dividend,277.4661,453.72,125891.92
155317,1296,23,,2024-06-08,Advisory Fee,,,461.12
155318,1296,23,,2024-10-01,Withdrawal,,,15881.12
155319,1296,23,135.0,2020-04-14,Buy,362.2342,104.95,38016.48
155320,1296,23,132.0,2022-02-22,Sell,290.7327,393.83,114499.26
155321,1296,23,,2021-11-23,Advisory Fee,,,595.71
155322,1296,23,,2020-07-25,Withdrawal,,,19668.72
155323,1296,23,205.0,2024-10-19,Sell,465.0034,336.46,156455.04
155324,1296,23,239.0,2024-08-30,Sell,46.7538,463.03,21648.41
155325,1296,23,135.0,2022-12-21,Buy,341.5357,123.27,42101.11
155326,1296,23,46.0,2020-01-01,Dividend,471.6904,339.95,160351.15
155327,1296,23,,2024-02-06,Deposit,,,56050.19
155328,1296,23,288.0,2024-07-16,Buy,155.5508,294.37,45789.49
155329,1296,23,205.0,2020-01-21,Sell,31.1233,477.71,14867.91
155330,1296,23,,2020-06-20,Deposit,,,79502.83
155331,1296,23,135.0,2022-10-10,Dividend,68.7525,122.37,8413.24
155332,1296,23,288.0,2024-10-06,Buy,141.3,218.41,30861.33
155333,1296,23,205.0,2024-08-30,Buy,278.5609,288.47,80356.46
155334,1296,23,,2022-04-20,Advisory Fee,,,289.61
155335,1296,23,,2024-12-02,Deposit,,,75559.51
155336,1296,23,205.0,2022-09-13,Sell,397.9376,487.38,193946.83
155337,1296,23,286.0,2023-06-28,Dividend,12.2557,91.43,1120.54
155338,1296,23,449.0,2024-06-29,Dividend,243.2947,203.54,49520.2
155339,1296,23,,2023-09-14,Advisory Fee,,,468.51
155340,1296,23,286.0,2021-08-28,Sell,70.4561,158.28,11151.79
155341,1296,23,,2023-02-06,Withdrawal,,,32721.14
155342,1296,23,,2023-09-04,Deposit,,,9143.25
155343,1296,23,70.0,2022-06-21,Buy,259.2354,157.99,40956.6
155344,1296,23,239.0,2022-12-11,Buy,477.8801,284.35,135885.21
155345,1296,23,,2021-01-26,Advisory Fee,,,488.98
155346,1296,23,205.0,2021-10-14,Sell,357.0904,457.8,163475.99
155347,1296,23,,2020-03-13,Deposit,,,24281.5
155348,1296,23,449.0,2024-07-31,Dividend,290.2238,299.41,86895.91
155349,1296,23,470.0,2023-10-30,Dividend,77.3888,307.78,23818.72
155350,1296,23,135.0,2024-04-19,Buy,195.1562,41.68,8134.11
155351,1296,23,205.0,2023-06-10,Buy,368.6259,153.33,56521.41
155352,1296,23,,2022-10-19,Deposit,,,58439.59
155353,1296,23,205.0,2023-05-11,Dividend,444.0241,216.96,96335.47
155354,1296,23,288.0,2023-07-20,Buy,294.8727,157.16,46342.19
155355,1296,23,70.0,2024-07-02,Sell,450.1514,353.28,159029.49
155356,1296,23,288.0,2024-05-13,Sell,352.2059,27.49,9682.14
155357,1296,23,,2023-06-14,Deposit,,,56643.27
155358,1296,23,46.0,2024-11-27,Sell,380.8265,202.17,76991.69
155359,1296,23,353.0,2021-10-17,Sell,321.997,364.58,117393.67
155360,1296,23,449.0,2024-10-20,Dividend,66.8344,173.27,11580.4
155361,1296,23,449.0,2024-11-18,Sell,241.1323,189.54,45704.22
155362,1296,23,239.0,2021-12-22,Dividend,468.8152,457.09,214290.74
155363,1296,23,286.0,2020-06-27,Dividend,322.0223,144.74,46609.51
155364,1296,23,449.0,2022-04-05,Dividend,248.2302,46.16,11458.31
155365,1296,23,,2021-09-18,Advisory Fee,,,445.37
155366,1296,23,,2021-03-12,Withdrawal,,,92414.4
155367,1296,23,449.0,2020-09-21,Buy,51.889,241.5,12531.19
155368,1296,23,,2020-10-31,Advisory Fee,,,736.48
155369,1296,23,371.0,2022-10-27,Buy,497.4383,423.31,210570.61
155370,1296,23,353.0,2024-10-07,Buy,439.2975,408.7,179540.89
155371,1296,23,,2020-10-26,Deposit,,,28048.69
155372,1296,23,70.0,2022-11-26,Dividend,154.9069,397.31,61546.06
155373,1296,23,,2024-09-04,Deposit,,,59023.78
155374,1296,23,205.0,2023-03-29,Dividend,318.5158,43.02,13702.55
155375,1296,23,,2024-02-12,Advisory Fee,,,647.22
155376,1296,23,,2020-04-09,Deposit,,,9060.74
155377,1296,23,70.0,2021-05-08,Sell,437.6462,450.86,197317.17
155378,1296,23,449.0,2023-04-04,Dividend,375.8215,209.02,78554.21
155379,1296,23,288.0,2021-04-27,Dividend,255.5321,159.41,40734.37
155380,1296,23,,2022-07-05,Advisory Fee,,,537.61
155381,1296,23,423.0,2020-10-18,Dividend,194.8121,104.0,20260.46
155382,1296,23,423.0,2024-07-05,Sell,341.4974,370.45,126507.71
155383,1296,23,70.0,2024-08-07,Buy,357.98,227.44,81418.97
155384,1296,23,,2021-06-20,Deposit,,,21665.62
155385,1296,23,423.0,2020-07-07,Sell,276.887,242.34,67100.8
155386,1296,23,,2020-06-05,Deposit,,,78727.05
155387,1296,23,132.0,2021-02-04,Buy,370.1838,302.71,112058.34
155388,1296,23,132.0,2024-11-01,Buy,69.688,335.74,23397.05
155389,1296,23,470.0,2020-11-09,Sell,421.1243,192.33,80994.84
155390,1296,23,132.0,2020-09-26,Buy,208.1324,73.46,15289.41
155391,1296,23,,2024-07-07,Withdrawal,,,15127.95
155392,1296,23,371.0,2020-01-09,Dividend,159.7888,211.84,33849.66
155393,1296,23,132.0,2022-04-15,Buy,100.8301,370.07,37314.2
155394,1296,23,371.0,2020-09-02,Sell,244.8674,179.39,43926.76
155395,1296,23,,2022-02-26,Advisory Fee,,,530.74
155396,1296,23,,2023-07-06,Deposit,,,81733.48
155397,1296,23,205.0,2021-11-10,Sell,132.8546,78.09,10374.62
155398,1296,23,,2024-10-02,Withdrawal,,,97330.77
155399,1296,23,286.0,2024-11-29,Sell,150.528,369.89,55678.8
155400,1296,23,286.0,2022-03-12,Dividend,135.9988,448.65,61015.86
155401,1296,23,239.0,2020-11-02,Buy,376.0505,182.95,68798.44
155402,1296,23,,2024-06-12,Deposit,,,73352.1
155403,1296,23,,2024-11-11,Deposit,,,98104.45
155404,1296,23,,2022-10-22,Advisory Fee,,,377.4
155405,1296,23,,2022-01-09,Advisory Fee,,,325.46
155406,1296,23,423.0,2021-09-28,Buy,406.7997,309.78,126018.41
155407,1296,23,371.0,2023-09-07,Sell,413.982,159.34,65963.89
155408,1296,23,132.0,2022-12-27,Dividend,497.6474,206.75,102888.6
155409,1296,23,470.0,2022-08-28,Buy,495.0903,67.56,33448.3
155410,1296,23,,2024-10-22,Withdrawal,,,44205.77
155411,1296,23,,2020-10-18,Withdrawal,,,49897.87
155412,1296,23,,2022-10-11,Deposit,,,23228.44
155413,1296,23,,2020-11-03,Deposit,,,31413.86
155414,1296,23,449.0,2024-05-09,Buy,26.2938,312.76,8223.65
155415,1296,23,,2023-06-19,Advisory Fee,,,427.81
155416,1296,23,132.0,2020-03-24,Buy,416.159,167.81,69835.64
155417,1296,23,449.0,2021-12-10,Sell,471.4577,80.23,37825.05
155418,1296,23,423.0,2023-04-19,Buy,420.6143,238.49,100312.3
155419,1296,23,239.0,2022-10-24,Buy,327.0329,54.15,17708.83
155420,1296,23,,2024-05-07,Advisory Fee,,,637.77
155421,1296,23,353.0,2020-07-04,Sell,39.817,254.55,10135.42
155422,1296,23,46.0,2023-05-19,Dividend,316.6167,310.22,98220.83
155423,1296,23,132.0,2023-09-05,Buy,458.7142,292.75,134288.58
155424,1296,23,,2021-06-17,Deposit,,,84605.71
155425,1296,23,70.0,2024-11-03,Buy,380.6005,246.97,93996.91
155426,1296,23,353.0,2023-08-17,Buy,483.0315,65.6,31686.87
155427,1296,23,286.0,2024-04-14,Sell,351.5748,451.24,158644.61
155428,1296,23,286.0,2024-12-25,Buy,362.9477,104.85,38055.07
155429,1296,23,132.0,2022-12-13,Sell,491.5247,483.7,237750.5
155430,1296,23,70.0,2020-02-29,Buy,60.0596,258.89,15548.83
155431,1296,23,,2023-03-05,Advisory Fee,,,587.09
155432,1296,23,46.0,2023-11-06,Sell,496.7135,184.04,91415.15
155433,1296,23,205.0,2021-02-14,Buy,254.1081,38.14,9691.68
155434,1296,23,46.0,2024-09-26,Buy,46.7784,477.93,22356.8
155435,1296,23,46.0,2021-04-25,Buy,416.5905,347.8,144890.18
155436,1296,23,70.0,2022-04-06,Buy,82.9148,479.03,39718.68
155437,1296,23,371.0,2024-11-30,Dividend,406.9074,106.83,43469.92
155438,1296,23,,2020-07-23,Advisory Fee,,,751.3
155439,1296,23,135.0,2024-05-18,Sell,2.7529,294.04,809.46
155440,1296,23,205.0,2022-11-26,Sell,376.9729,95.11,35853.89
155441,1296,23,286.0,2024-11-15,Dividend,215.1426,295.62,63600.46
155442,1296,23,,2020-10-03,Advisory Fee,,,405.9
155443,1296,23,,2020-07-09,Advisory Fee,,,541.54
155444,1296,23,449.0,2022-08-09,Sell,468.6372,238.16,111610.64
155445,1296,23,,2020-04-12,Withdrawal,,,63398.63
155446,1296,23,286.0,2024-02-18,Sell,61.5928,257.82,15879.86
155447,1296,23,423.0,2023-10-28,Buy,166.1341,49.99,8305.04
155448,1296,23,,2021-03-31,Advisory Fee,,,519.25
155449,1296,23,,2022-09-23,Deposit,,,57105.12
155450,1296,23,470.0,2022-07-15,Buy,459.0434,108.76,49925.56
155451,1296,23,449.0,2023-09-22,Dividend,404.1356,232.2,93840.29
155452,1296,23,288.0,2020-10-28,Buy,106.7988,415.8,44406.94
155453,1296,23,353.0,2023-03-22,Buy,160.6344,376.93,60547.92
155454,1296,23,,2023-02-28,Withdrawal,,,3463.12
155455,1296,23,135.0,2021-10-19,Buy,85.0215,338.53,28782.33
155456,1296,23,286.0,2024-07-16,Buy,348.6479,56.26,19614.93
155457,1296,23,,2023-09-17,Deposit,,,33358.43
155458,1296,23,135.0,2022-04-07,Buy,72.1115,197.84,14266.54
155459,1296,23,,2021-07-24,Withdrawal,,,91571.01
155460,1297,6,495.0,2020-02-08,Sell,124.0702,139.43,17299.11
155461,1297,6,350.0,2020-07-28,Buy,230.9602,212.47,49072.11
155462,1297,6,472.0,2021-12-20,Sell,201.0263,172.81,34739.35
155463,1297,6,7.0,2021-02-09,Buy,232.5272,422.69,98286.92
155464,1297,6,185.0,2024-08-16,Buy,28.1393,346.86,9760.4
155465,1297,6,185.0,2020-06-10,Dividend,330.2055,115.19,38036.37
155466,1297,6,,2023-01-16,Deposit,,,14015.28
155467,1297,6,7.0,2021-07-16,Sell,175.2425,145.81,25552.11
155468,1297,6,495.0,2024-01-29,Buy,151.7923,137.94,20938.23
155469,1297,6,,2023-01-12,Withdrawal,,,53532.61
155470,1297,6,,2023-12-18,Advisory Fee,,,7160.35
155471,1297,6,185.0,2022-09-23,Sell,429.3465,408.89,175555.49
155472,1297,6,,2022-04-02,Advisory Fee,,,12005.65
155473,1297,6,277.0,2022-08-30,Dividend,157.993,492.25,77772.05
155474,1297,6,463.0,2023-09-25,Dividend,262.0729,329.28,86295.36
155475,1297,6,221.0,2024-01-31,Buy,93.424,375.95,35122.75
155476,1297,6,185.0,2023-06-11,Dividend,53.5994,190.57,10214.44
155477,1297,6,,2022-10-21,Deposit,,,79816.48
155478,1297,6,185.0,2024-06-10,Buy,478.5912,217.9,104285.02
155479,1297,6,,2021-11-09,Withdrawal,,,6923.66
155480,1297,6,,2023-04-12,Deposit,,,29707.86
155481,1297,6,,2022-06-08,Advisory Fee,,,13435.47
155482,1297,6,350.0,2024-05-13,Dividend,402.0096,386.15,155236.01
155483,1297,6,,2023-09-06,Advisory Fee,,,6218.24
155484,1297,6,120.0,2021-03-21,Buy,93.1689,279.03,25996.92
155485,1297,6,,2023-12-13,Deposit,,,34380.29
155486,1297,6,277.0,2020-11-04,Buy,387.0983,351.13,135921.83
155487,1297,6,120.0,2022-03-30,Dividend,270.0749,320.7,86613.02
155488,1297,6,7.0,2021-05-14,Sell,474.7532,358.63,170260.74
155489,1297,6,11.0,2024-12-05,Dividend,71.4335,29.89,2135.15
155490,1297,6,,2024-03-21,Withdrawal,,,62559.67
155491,1297,6,472.0,2020-01-25,Dividend,29.4619,345.93,10191.76
155492,1297,6,221.0,2024-06-05,Dividend,472.2604,248.96,117573.95
155493,1297,6,,2023-04-28,Deposit,,,34706.84
155494,1297,6,11.0,2022-09-04,Dividend,321.4759,236.52,76035.48
155495,1297,6,,2022-03-04,Advisory Fee,,,9017.25
155496,1297,6,7.0,2024-11-06,Dividend,272.7115,369.08,100652.36
155497,1297,6,185.0,2023-03-11,Dividend,101.4249,368.46,37371.02
155498,1297,6,466.0,2022-12-05,Dividend,26.2539,458.96,12049.49
155499,1297,6,350.0,2022-02-23,Dividend,472.3992,125.82,59437.27
155500,1297,6,7.0,2021-07-17,Sell,484.1364,219.83,106427.7
155501,1297,6,,2022-02-07,Withdrawal,,,49595.87
155502,1297,6,11.0,2023-03-06,Buy,233.8311,413.86,96773.34
155503,1297,6,,2024-12-14,Deposit,,,75661.85
155504,1297,6,134.0,2020-01-12,Sell,470.2564,266.32,125238.68
155505,1297,6,134.0,2020-02-23,Buy,256.1967,452.37,115895.7
155506,1297,6,400.0,2021-09-03,Sell,176.3922,230.49,40656.64
155507,1297,6,,2023-01-31,Withdrawal,,,9915.83
155508,1297,6,221.0,2024-12-24,Buy,38.0548,373.74,14222.6
155509,1297,6,,2024-03-05,Advisory Fee,,,7023.01
155510,1297,6,11.0,2024-09-25,Buy,321.6421,444.11,142844.47
155511,1297,6,,2024-04-26,Deposit,,,38229.14
155512,1297,6,,2021-03-15,Withdrawal,,,15063.56
155513,1297,6,210.0,2020-06-28,Sell,103.4456,167.75,17353.0
155514,1297,6,35.0,2021-10-03,Buy,308.4889,265.94,82039.54
155515,1297,6,,2022-07-29,Withdrawal,,,83524.91
155516,1297,6,285.0,2020-07-14,Buy,46.7272,463.33,21650.11
155517,1297,6,472.0,2021-06-27,Buy,16.7013,325.17,5430.76
155518,1297,6,472.0,2020-10-22,Sell,456.2018,296.2,135126.97
155519,1297,6,,2024-08-31,Advisory Fee,,,10281.74
155520,1297,6,210.0,2024-01-23,Sell,238.5232,253.89,60558.66
155521,1297,6,285.0,2022-01-08,Dividend,307.9008,167.42,51548.75
155522,1297,6,400.0,2024-10-23,Buy,270.5111,252.29,68247.25
155523,1297,6,,2021-08-17,Deposit,,,27854.2
155524,1297,6,35.0,2020-09-23,Dividend,302.1407,498.52,150623.18
155525,1297,6,221.0,2020-02-02,Buy,344.1825,302.24,104025.72
155526,1297,6,,2023-09-27,Withdrawal,,,44103.17
155527,1297,6,,2022-01-01,Deposit,,,8489.74
155528,1297,6,,2021-09-13,Deposit,,,76941.4
155529,1297,6,277.0,2021-10-01,Buy,119.5247,450.96,53900.86
155530,1297,6,495.0,2024-07-05,Sell,388.4515,222.93,86597.49
155531,1298,23,428.0,2024-09-06,Buy,479.2157,200.38,96025.24
155532,1298,23,,2022-10-18,Withdrawal,,,38395.0
155533,1298,23,89.0,2023-11-09,Buy,119.897,216.49,25956.5
155534,1298,23,,2023-04-06,Advisory Fee,,,242.5
155535,1298,23,436.0,2022-03-17,Buy,94.1097,316.91,29824.31
155536,1298,23,467.0,2024-11-28,Sell,428.777,480.57,206057.36
155537,1298,23,436.0,2024-10-10,Buy,131.3413,288.55,37898.53
155538,1298,23,122.0,2022-12-16,Buy,120.8161,360.87,43598.91
155539,1298,23,214.0,2021-10-09,Dividend,154.3178,164.32,25357.5
155540,1298,23,334.0,2022-07-08,Sell,7.6628,102.98,789.12
155541,1298,23,467.0,2023-01-15,Sell,370.0326,173.86,64333.87
155542,1298,23,467.0,2021-05-22,Sell,54.0098,37.86,2044.81
155543,1298,23,334.0,2023-10-05,Dividend,491.1756,480.06,235793.76
155544,1298,23,360.0,2022-02-12,Sell,106.6918,203.41,21702.18
155545,1298,23,467.0,2023-10-10,Dividend,146.5894,281.96,41332.35
155546,1298,23,,2021-07-04,Advisory Fee,,,186.4
155547,1298,23,214.0,2021-12-13,Buy,93.0546,32.67,3040.09
155548,1298,23,334.0,2022-04-21,Buy,73.4834,427.55,31417.83
155549,1298,23,214.0,2023-01-19,Buy,437.6771,483.16,211468.07
155550,1298,23,428.0,2023-08-25,Dividend,332.7051,152.76,50824.03
155551,1298,23,436.0,2024-12-11,Sell,187.2796,453.32,84897.59
155552,1298,23,467.0,2024-05-17,Buy,382.8587,288.18,110332.22
155553,1298,23,89.0,2024-03-26,Buy,427.0314,452.08,193052.36
155554,1298,23,321.0,2024-07-20,Dividend,256.262,119.73,30682.25
155555,1298,23,,2024-10-21,Advisory Fee,,,227.53
155556,1298,23,467.0,2021-04-24,Dividend,366.6775,179.47,65807.61
155557,1298,23,360.0,2023-12-22,Buy,410.5363,423.0,173656.85
155558,1298,23,,2024-05-31,Advisory Fee,,,301.29
155559,1298,23,,2024-01-01,Advisory Fee,,,133.0
155560,1298,23,428.0,2024-03-10,Dividend,482.0265,216.96,104580.47
155561,1298,23,,2021-05-16,Deposit,,,62453.34
155562,1298,23,89.0,2023-12-19,Sell,243.6251,165.22,40251.74
155563,1298,23,428.0,2023-09-24,Dividend,252.0102,121.11,30520.96
155564,1298,23,334.0,2024-08-25,Dividend,1.9319,307.0,593.09
155565,1298,23,360.0,2021-09-05,Sell,3.0774,41.84,128.76
155566,1298,23,360.0,2021-08-13,Sell,422.9109,490.68,207513.92
155567,1298,23,89.0,2022-03-28,Sell,49.3277,169.76,8373.87
155568,1298,23,122.0,2024-07-11,Buy,298.5977,192.74,57551.72
155569,1298,23,428.0,2023-08-18,Sell,76.1196,263.25,20038.48
155570,1298,23,436.0,2024-06-30,Buy,396.7924,312.26,123902.39
155571,1298,23,316.0,2021-07-05,Dividend,181.8675,322.66,58681.37
155572,1298,23,,2023-05-13,Withdrawal,,,30135.73
155573,1298,23,,2023-05-29,Withdrawal,,,22059.69
155574,1298,23,360.0,2022-03-27,Buy,105.6372,335.39,35429.66
155575,1298,23,,2024-09-16,Advisory Fee,,,172.46
155576,1298,23,157.0,2023-01-23,Sell,259.0705,479.25,124159.54
155577,1298,23,214.0,2023-12-07,Buy,14.1043,339.33,4786.01
155578,1298,23,,2021-04-10,Deposit,,,9737.67
155579,1298,23,,2022-06-21,Withdrawal,,,28790.17
155580,1298,23,467.0,2023-10-24,Buy,109.7481,190.34,20889.45
155581,1298,23,157.0,2022-02-28,Buy,499.687,173.11,86500.82
155582,1298,23,467.0,2023-10-16,Buy,261.5999,86.93,22740.88
155583,1298,23,89.0,2024-10-14,Dividend,213.8068,58.29,12462.8
155584,1298,23,467.0,2023-07-09,Buy,145.9928,353.09,51548.6
155585,1298,23,,2023-12-25,Deposit,,,14592.24
155586,1298,23,321.0,2021-09-22,Buy,479.9499,326.4,156655.65
155587,1298,23,428.0,2022-09-03,Dividend,40.9154,250.86,10264.04
155588,1298,23,321.0,2023-06-20,Dividend,210.3937,391.77,82425.94
155589,1298,23,316.0,2021-03-28,Buy,106.9266,482.36,51577.11
155590,1298,23,,2024-01-31,Advisory Fee,,,221.86
155591,1298,23,89.0,2022-12-06,Dividend,483.2092,344.74,166581.54
155592,1298,23,157.0,2022-11-14,Dividend,407.9162,341.79,139421.68
155593,1298,23,,2023-01-24,Withdrawal,,,31260.58
155594,1298,23,122.0,2022-09-17,Buy,81.218,454.75,36933.89
155595,1298,23,89.0,2021-04-14,Dividend,434.7501,358.92,156040.51
155596,1298,23,436.0,2024-08-07,Dividend,184.5021,429.84,79306.38
155597,1298,23,,2022-05-22,Deposit,,,1380.57
155598,1298,23,,2024-01-28,Advisory Fee,,,215.32
155599,1298,23,334.0,2022-12-02,Buy,106.1939,162.04,17207.66
155600,1299,17,,2024-08-16,Deposit,,,23059.16
155601,1299,17,,2024-06-22,Advisory Fee,,,71512.68
155602,1299,17,,2021-12-12,Advisory Fee,,,64749.04
155603,1299,17,287.0,2021-06-05,Dividend,129.3691,263.28,34060.3
155604,1299,17,420.0,2024-10-10,Buy,283.2485,360.42,102088.42
155605,1299,17,122.0,2023-06-26,Dividend,426.1568,336.42,143367.67
155606,1299,17,420.0,2024-11-13,Buy,27.7113,277.28,7683.79
155607,1299,17,55.0,2022-10-13,Buy,454.6081,174.92,79520.05
155608,1299,17,,2024-08-09,Withdrawal,,,26353.88
155609,1299,17,,2021-01-06,Advisory Fee,,,60501.5
155610,1299,17,283.0,2023-11-26,Dividend,395.7148,46.21,18285.98
155611,1299,17,283.0,2022-07-13,Sell,127.6441,163.02,20808.54
155612,1299,17,105.0,2024-03-16,Dividend,367.8852,318.8,117281.8
155613,1299,17,420.0,2022-02-08,Buy,106.3629,58.68,6241.37
155614,1299,17,345.0,2020-11-04,Dividend,51.5819,62.45,3221.29
155615,1299,17,55.0,2022-10-20,Sell,300.9704,21.43,6449.8
155616,1299,17,,2022-06-04,Deposit,,,48158.31
155617,1299,17,76.0,2021-11-17,Dividend,356.8077,55.73,19884.89
155618,1299,17,,2020-03-30,Withdrawal,,,5597.02
155619,1299,17,287.0,2023-06-26,Buy,93.7318,50.94,4774.7
155620,1299,17,55.0,2023-07-23,Dividend,203.4267,285.93,58165.8
155621,1299,17,,2020-10-11,Deposit,,,37461.63
155622,1299,17,,2021-12-31,Advisory Fee,,,62868.28
